,Presidents,Sentences,Preprocessed_Sentences,Predicted_Label,Score,Sentiment_Score
6339,Zuma,"Funding has been provided for electrification to the following municipalities in the 2015/16 financial year: Amathole District Municipality, Umzinyathi District Municipality, Alfred Nzo District Municipality, Lukhanji Municipality and OR Tambo District Municipality.","Funding has been provided for electrification to the following municipalities in the 2015/16 financial year: Amathole District Municipality, Umzinyathi District Municipality, Alfred Nzo District Municipality, Lukhanji Municipality and OR Tambo District Municipality.",neutral,0.8037,0.1740033132955432
6340,Zuma,"Fellow South Africans,  While tackling the energy challenges in our country we also need to fight copper cable and metal theft.","Fellow South Africans,  While tackling the energy challenges in our country we also need to fight copper cable and metal theft.",neutral,0.7052,-0.13364987075328827
6341,Zuma,Government will introduce tougher measures to deal with this serious crime.,Government will introduce tougher measures to deal with this serious crime.,negative,0.6291,-0.6083174608647823
6342,Zuma,"Compatriots  During this year of the 60th anniversary of the Freedom Charter, land has become one of the most critical factors in achieving redress for the wrongs of the past.","Compatriots  During this year of the 60th anniversary of the Freedom Charter, land has become one of the most critical factors in achieving redress for the wrongs of the past.",neutral,0.5516,0.41720053274184465
6343,Zuma,"Last year, we reopened the second window of opportunity for the lodgement of land claims.","Last year, we reopened the second window of opportunity for the lodgement of land claims.",neutral,0.7961,0.19415038544684649
6344,Zuma,More than 36 000 land claims have been lodged nationally and the cut-off date is 2019.,More than 36 000 land claims have been lodged nationally and the cut-off date is 2019.,neutral,0.9166,0.0035928115248680115
6345,Zuma,"We are also exploring the 50/50 policy framework, which proposes relative rights for people who live and work on farms.","We are also exploring the 50/50 policy framework, which proposes relative rights for people who live and work on farms.",neutral,0.9197,0.055300984531641006
6346,Zuma,Fifty (50) farming enterprises will be identified as a pilot project.,Fifty (50) farming enterprises will be identified as a pilot project.,neutral,0.8956,0.07769037317484617
6347,Zuma,"In terms of our new proposed laws, a ceiling of land ownership will be set at a maximum of 12 000 hectares (ha).","In terms of our new proposed laws, a ceiling of land ownership will be set at a maximum of 12 000 hectares (ha).",neutral,0.9358,0.03892957419157028
6348,Zuma,Foreign nationals will not be allowed to own land in South Africa but will be eligible for long-term lease.,Foreign nationals will not be allowed to own land in South Africa but will be eligible for long-term lease.,neutral,0.8808,-0.060899388045072556
6349,Zuma,"In this regard, the Regulation of Land Holdings Bill will be submitted to Parliament this year.","In this regard, the Regulation of Land Holdings Bill will be submitted to Parliament this year.",neutral,0.9398,0.0348188690841198
6350,Zuma,"Through the Land Reform Programme, more than 90 000 ha of land have been allocated to small holder farmers, farm dwellers and labour tenants.","Through the Land Reform Programme, more than 90 000 ha of land have been allocated to small holder farmers, farm dwellers and labour tenants.",neutral,0.7336,0.25131253711879253
6351,Zuma,"The process of establishing the Office of the Valuer-General is underway, which is established in terms of the Property Valuation Act.","The process of establishing the Office of the Valuer-General is underway, which is established in terms of the Property Valuation Act.",neutral,0.9368,0.012828050181269646
6352,Zuma,Once implemented the law will stop the reliance on the Willing Buyer-Willing Seller method in respect of land acquisition by the State.,Once implemented the law will stop the reliance on the Willing Buyer-Willing Seller method in respect of land acquisition by the State.,neutral,0.8596,0.025646664202213287
6353,Zuma,"Compatriots,  Agriculture is a catalyst for growth and food security.","Compatriots,  Agriculture is a catalyst for growth and food security.",positive,0.8079,0.8017443632707
6354,Zuma,We are working with the private sector to develop an Agricultural Policy Action Plan which will bring one million ha of under-utilised land into full production over the next three years.,We are working with the private sector to develop an Agricultural Policy Action Plan which will bring one million ha of under-utilised land into full production over the next three years.,neutral,0.6988,0.2738319654017687
6355,Zuma,"Among key interventions this year, we will promote the establishment of agri-parks or cooperatives and clusters in each of the 27 poorest district municipalities to transform rural economies.","Among key interventions this year, we will promote the establishment of agri-parks or cooperatives and clusters in each of the 27 poorest district municipalities to transform rural economies.",neutral,0.542,0.44019431713968515
6356,Zuma,An initial funding of R2 billion has been made available for the agri-park initiative.,An initial funding of R2 billion has been made available for the agri-park initiative.,neutral,0.7966,0.18827373394742608
6357,Zuma,We will further enhance our agro-processing exports which have been growing rapidly especially to new markets in Africa and China.,We will further enhance our agro-processing exports which have been growing rapidly especially to new markets in Africa and China.,positive,0.9147,0.9120945043396205
6358,Zuma,"For example, we have concluded agricultural trade protocols for the export of South African maize and apples to China.","For example, we have concluded agricultural trade protocols for the export of South African maize and apples to China.",neutral,0.9029,0.07630945928394794
6359,Zuma,The export of apples alone is projected to generate R500 million in foreign exchange over three years.,The export of apples alone is projected to generate R500 million in foreign exchange over three years.,neutral,0.6454,0.33341225143522024
6360,Zuma,A good story to tell in agriculture is the success of some of our emerging farmers and smallholders.,A good story to tell in agriculture is the success of some of our emerging farmers and smallholders.,positive,0.9341,0.9306856913026422
6361,Zuma,"In the Vhembe District Municipality in Musina, the Limpopo Government has supported the Nwanedi Cluster comprising 300 farmers growing vegetables on just over 1 300 ha for commercial purposes.","In the Vhembe District Municipality in Musina, the Limpopo Government has supported the Nwanedi Cluster comprising 300 farmers growing vegetables on just over 1 300 ha for commercial purposes.",neutral,0.7179,0.26858936809003353
6362,Zuma,The cluster has already created more than 2 500 jobs as vegetable farming is highly labour-intensive.,The cluster has already created more than 2 500 jobs as vegetable farming is highly labour-intensive.,neutral,0.6063,-0.02715623378753662
6363,Zuma,"We are happy to have in our midst today, the winner of the 2014 Agriculture Top Female Entrepreneur Award, Ms Nokwanele Mzamo, from Kirkwood in the Eastern Cape.","We are happy to have in our midst today, the winner of the 2014 Agriculture Top Female Entrepreneur Award, Ms Nokwanele Mzamo, from Kirkwood in the Eastern Cape.",positive,0.9784,0.9767938531003892
6364,Zuma,"Madam Speaker and Madam Chairperson,  Our interventions to support the manufacturing sector are bearing fruit.","Madam Speaker and Madam Chairperson,  Our interventions to support the manufacturing sector are bearing fruit.",positive,0.9158,0.9134464429225773
6365,Zuma,"Our Automotive Investment Scheme has unlocked private-sector investment of R24,5 billion, and generated exports of automotives and components of R103 billion in 2013.","Our Automotive Investment Scheme has unlocked private-sector investment of R24,5 billion, and generated exports of automotives and components of R103 billion in 2013.",positive,0.5404,0.5326575897634029
6366,Zuma,We have built a world-class auto sector on the African continent exporting to over 152 countries.,We have built a world-class auto sector on the African continent exporting to over 152 countries.,positive,0.8389,0.8341576708480716
6367,Zuma,"The leather and footwear sector has also grown to 60 million pairs of shoes, and exports grew by 18% with significant benefit to the balance of trade.","The leather and footwear sector has also grown to 60 million pairs of shoes, and exports grew by 18% with significant benefit to the balance of trade.",positive,0.9152,0.911872626747936
6368,Zuma,The United Nations (UN) Conference on Trade and Development shows that South Africa doubled its Foreign Direct Investment inflows to R88 billion in 2013 while 2014 projections are also positive.,The United Nations (UN) Conference on Trade and Development shows that South Africa doubled its Foreign Direct Investment inflows to R88 billion in 2013 while 2014 projections are also positive.,positive,0.8112,0.8072832806501538
6369,Zuma,The manufacturing sector was hit hard by the global financial crisis.,The manufacturing sector was hit hard by the global financial crisis.,negative,0.7729,-0.7555050607770681
6370,Zuma,"Government committed more than R2,8 billion to companies in the sector, through the Manufacturing Competitiveness Enhancement Programme.","Government committed more than R2,8 billion to companies in the sector, through the Manufacturing Competitiveness Enhancement Programme.",positive,0.656,0.6512282434850931
6371,Zuma,"We are very pleased with the response of our manufacturers who, committed over R12,4 billion in private-sector investment.","We are very pleased with the response of our manufacturers who, committed over R12,4 billion in private-sector investment.",positive,0.9742,0.9714860667008907
6372,Zuma,It is a very good story to tell indeed.,It is a very good story to tell indeed.,positive,0.9825,0.979272184194997
6373,Zuma,"In addition, to advance transformation, we have introduced the programme to find and develop black industrialists over three years.","In addition, to advance transformation, we have introduced the programme to find and develop black industrialists over three years.",positive,0.739,0.7350168144330382
6374,Zuma,"Compatriots,  Given such success in manufacturing, we are poised to make progress in our quest to ignite growth.","Compatriots,  Given such success in manufacturing, we are poised to make progress in our quest to ignite growth.",positive,0.9494,0.9465959833469242
6375,Zuma,"Madam Speaker and Madam Chairperson,  To attract foreign skills for our growing economy, we will invite dialogue with various stakeholders on the Migration Policy.","Madam Speaker and Madam Chairperson,  To attract foreign skills for our growing economy, we will invite dialogue with various stakeholders on the Migration Policy.",neutral,0.5818,0.40676316479220986
6376,Zuma,We will also prioritise the review of visa regulations to strike a balance between national security and growth in tourism.,We will also prioritise the review of visa regulations to strike a balance between national security and growth in tourism.,neutral,0.6354,0.3307723756879568
6377,Zuma,"Compatriots and friends,  In the June 2014 SoNA, I spoke about the need to stabilise the mining sector and to promote a stable labour environment.","Compatriots and friends,  In the June 2014 SoNA, I spoke about the need to stabilise the mining sector and to promote a stable labour environment.",neutral,0.7166,0.2588042765855789
6378,Zuma,"We had been concerned then, about the spate of long and sometimes violent strikes.","We had been concerned then, about the spate of long and sometimes violent strikes.",negative,0.5511,-0.536957111209631
6379,Zuma,"The implementation of a number of programmes under the Framework Agreement for a Sustainable Mining Industry has caused relative stability and optimism in the mining sector, which is the backbone of our economy.","The implementation of a number of programmes under the Framework Agreement for a Sustainable Mining Industry has caused relative stability and optimism in the mining sector, which is the backbone of our economy.",positive,0.8722,0.867281359154731
6380,Zuma,"Mine Crime Combating Forums have been established in the North West, Limpopo, Free State, Mpumalanga, and Gauteng provinces.","Mine Crime Combating Forums have been established in the North West, Limpopo, Free State, Mpumalanga, and Gauteng provinces.",neutral,0.9314,0.026697460561990738
6381,Zuma,"Government will implement the agreements reached with business and labour, including the consideration of a national minimum wage.","Government will implement the agreements reached with business and labour, including the consideration of a national minimum wage.",neutral,0.7818,0.18923183996230364
6382,Zuma,We had also made a commitment in last year’s SoNA to revitalise distressed mining towns and a lot of progress has been made.,We had also made a commitment in last year’s SoNA to revitalise distressed mining towns and a lot of progress has been made.,positive,0.9235,0.9197084582410753
6383,Zuma,"A total of R2.1 billion has been ring-fenced for this purpose with R290 million approved for informal settlement upgrading in Mpumalanga, North West, Gauteng, Northern Cape, Limpopo and the Free State.","A total of R2.1 billion has been ring-fenced for this purpose with R290 million approved for informal settlement upgrading in Mpumalanga, North West, Gauteng, Northern Cape, Limpopo and the Free State.",neutral,0.8314,0.14895700849592686
6384,Zuma,One hundred and thirty three (133) informal settlements are being assessed or prepared for upgrading through the National Upgrade Support Programme.,One hundred and thirty three (133) informal settlements are being assessed or prepared for upgrading through the National Upgrade Support Programme.,neutral,0.9447,0.03035608772188425
6385,Zuma,Thirty two (32) settlements are being upgraded and 87 housing projects are being implemented across the prioritised mining towns.,Thirty two (32) settlements are being upgraded and 87 housing projects are being implemented across the prioritised mining towns.,neutral,0.8335,0.15489416755735874
6386,Zuma,"Importantly, government, the mining sector and the Banking Association of South Africa signed a social contract for the development of sustainable human settlements.","Importantly, government, the mining sector and the Banking Association of South Africa signed a social contract for the development of sustainable human settlements.",positive,0.7783,0.7719834744930267
6387,Zuma,Government also continues to provide social development support within mining communities.,Government also continues to provide social development support within mining communities.,positive,0.5602,0.5549296736717224
6388,Zuma,Other support includes technical expertise with regard to Integrated Development Plans and the development of Special Economic Zones.,Other support includes technical expertise with regard to Integrated Development Plans and the development of Special Economic Zones.,neutral,0.5841,0.40009617153555155
6389,Zuma,The mining towns are also being assisted with implementing the ‘Back to Basics’ municipal service delivery strategy.,The mining towns are also being assisted with implementing the ‘Back to Basics’ municipal service delivery strategy.,neutral,0.7912,0.1971533028408885
6390,Zuma,Indeed a lot is being done to build our mining towns.,Indeed a lot is being done to build our mining towns.,neutral,0.6102,0.32696375995874405
6391,Zuma,Government is also reviewing the compliance of mining companies with the 2014 Mining Charter targets.,Government is also reviewing the compliance of mining companies with the 2014 Mining Charter targets.,neutral,0.9211,0.04224946349859238
6392,Zuma,I referred the Mineral and Petroleum Resources Development Act back to Parliament to enable the correction of some constitutional shortcomings and others issues.,I referred the Mineral and Petroleum Resources Development Act back to Parliament to enable the correction of some constitutional shortcomings and others issues.,neutral,0.8766,0.022255778312683105
6393,Zuma,"Compatriots  Responding to business requests, government has synchronised environmental impact assessments, water and mining rights applications and has set a maximum of 300 days for all of these authorisations to be issued.","Compatriots  Responding to business requests, government has synchronised environmental impact assessments, water and mining rights applications and has set a maximum of 300 days for all of these authorisations to be issued.",neutral,0.8879,0.09338342864066362
6394,Zuma,"In addition, we will also establish a one-stop inter-departmental clearing house to attend to investor complaints and problems.","In addition, we will also establish a one-stop inter-departmental clearing house to attend to investor complaints and problems.",neutral,0.8242,0.11698760092258453
6395,Zuma,"Fellow South Africans,  The year 2015 will see further improvements in labour legislation to further promote worker rights.","Fellow South Africans,  The year 2015 will see further improvements in labour legislation to further promote worker rights.",positive,0.7574,0.7536943962331861
6396,Zuma,"The Labour Department will review the sectoral determinations of agriculture, forestry, private security, wholesale and retail sectors.","The Labour Department will review the sectoral determinations of agriculture, forestry, private security, wholesale and retail sectors.",neutral,0.9313,0.0074411556124687195
6397,Zuma,We expect the finalisation of the Employment Services Act of 2014 which formally establishes a public employment service.,We expect the finalisation of the Employment Services Act of 2014 which formally establishes a public employment service.,neutral,0.8372,0.15015158895403147
6398,Zuma,"The legislation also formally regulates the practices of private employment agencies and temporary employment services, to prevent the abuse of unsuspecting work seekers.","The legislation also formally regulates the practices of private employment agencies and temporary employment services, to prevent the abuse of unsuspecting work seekers.",neutral,0.7291,-0.21422833390533924
6399,Zuma,"In addition, the Unemployment Insurance Act of 2001 will be amended to improve benefits to beneficiaries and include public servants in the application of the Act.","In addition, the Unemployment Insurance Act of 2001 will be amended to improve benefits to beneficiaries and include public servants in the application of the Act.",neutral,0.5582,0.4245523987337947
6400,Zuma,"Honourable members and distinguished guests,  Small business is big business.","Honourable members and distinguished guests,  Small business is big business.",positive,0.9197,0.914766991045326
6401,Zuma,"Government will set-aside 30% of appropriate categories of State procurement for purchasing from SMMEs, cooperatives as well as township and rural enterprises.","Government will set-aside 30% of appropriate categories of State procurement for purchasing from SMMEs, cooperatives as well as township and rural enterprises.",neutral,0.903,0.06142284534871578
6402,Zuma,We will also continue to promote opportunities for the youth.,We will also continue to promote opportunities for the youth.,positive,0.8953,0.8915933349635452
6403,Zuma,The National Youth Development Agency has disbursed R25 million to 765 youth-owned micro enterprises in the last financial year nationally.,The National Youth Development Agency has disbursed R25 million to 765 youth-owned micro enterprises in the last financial year nationally.,neutral,0.7467,0.23878738982602954
6404,Zuma,"The agency has also partnered with the Industrial Development Corporation (IDC) and the Small Enterprise Finance Agency in a three-way partnership that has resulted in a R2,7 billion rand fund for young people.","The agency has also partnered with the Industrial Development Corporation (IDC) and the Small Enterprise Finance Agency in a three-way partnership that has resulted in a R2,7 billion rand fund for young people.",neutral,0.6585,0.3310441495850682
6405,Zuma,"Compatriots,  The year 2015 will mark the beginning of the first phase of broadband roll-out.","Compatriots,  The year 2015 will mark the beginning of the first phase of broadband roll-out.",neutral,0.7568,0.2356888917274773
6406,Zuma,Government will connect offices in eight district municipalities.,Government will connect offices in eight district municipalities.,neutral,0.9311,0.04480279888957739
6407,Zuma,"These are Dr Kenneth Kaunda in North West, Gert Sibande in Mpumalanga, O.R.","These are Dr Kenneth Kaunda in North West, Gert Sibande in Mpumalanga, O.R.",neutral,0.9592,0.017199615947902203
6408,Zuma,"Tambo in the Eastern Cape, Pixley ka Seme in the Northern Cape, Thabo Mofutsanyane in the Free State, Umgungundlovu and Umzinyathi in KwaZulu-Natal, and Vhembe in Limpopo.","Tambo in the Eastern Cape, Pixley ka Seme in the Northern Cape, Thabo Mofutsanyane in the Free State, Umgungundlovu and Umzinyathi in KwaZulu-Natal, and Vhembe in Limpopo.",neutral,0.9275,0.03482490032911301
6409,Zuma,Government has also decided to designate Telkom as the lead agency to assist with broadband roll out.,Government has also decided to designate Telkom as the lead agency to assist with broadband roll out.,neutral,0.8017,0.1846673465333879
6410,Zuma,"As part of further igniting growth, through supporting state-owned companies, processes are underway to implement a 90-day turnaround strategy aimed at stabilising the finances of South African Airways.","As part of further igniting growth, through supporting state-owned companies, processes are underway to implement a 90-day turnaround strategy aimed at stabilising the finances of South African Airways.",positive,0.6625,0.6547536510042846
6411,Zuma,"Accordingly, some of the loss making international routes will be phased out.","Accordingly, some of the loss making international routes will be phased out.",neutral,0.6674,-0.29740460216999054
6412,Zuma,"But, we will do this in a manner that does not impact negatively on travel, trade and tourism between South Africa and the world.","But, we will do this in a manner that does not impact negatively on travel, trade and tourism between South Africa and the world.",neutral,0.7908,0.12354405969381332
6413,Zuma,"Compatriots,  The National Infrastructure Development programme continues to be a key job driver and catalyst for economic growth.","Compatriots,  The National Infrastructure Development programme continues to be a key job driver and catalyst for economic growth.",positive,0.9127,0.9096559090539813
6414,Zuma,Water is a critical resource for economic growth and a better life.,Water is a critical resource for economic growth and a better life.,positive,0.902,0.8962433678098023
6415,Zuma,Several projects aimed at providing water for industrial and household use are in the implementation or planning phases around the country.,Several projects aimed at providing water for industrial and household use are in the implementation or planning phases around the country.,neutral,0.8299,0.15416181925684214
6416,Zuma,"Major projects include Umzimvubu Water Project in the Eastern Cape, Jozini Dam in Umkhanyakude in KwaZulu-Natal and projects in Bushbuckridge in Mpumalanga and phase one of the Mokolo Crocodile Water Augmentation in Limpopo.","Major projects include Umzimvubu Water Project in the Eastern Cape, Jozini Dam in Umkhanyakude in KwaZulu-Natal and projects in Bushbuckridge in Mpumalanga and phase one of the Mokolo Crocodile Water Augmentation in Limpopo.",neutral,0.9053,0.06781752314418554
6417,Zuma,"Progress is being made to improve the water supply to areas that had been affected by shortages, such as Makana District Municipality in the Eastern Cape, Ngaka Modiri Molema District Municipality in North West and Giyani in Limpopo where we celebrated the delivery of water to 55 villages in October last year.","Progress is being made to improve the water supply to areas that had been affected by shortages, such as Makana District Municipality in the Eastern Cape, Ngaka Modiri Molema District Municipality in North West and Giyani in Limpopo where we celebrated the delivery of water to 55 villages in October last year.",positive,0.5777,0.566382166929543
6418,Zuma,"Let me, Honourable Speaker and Chairperson, urge all in the country to conserve water.","Let me, Honourable Speaker and Chairperson, urge all in the country to conserve water.",neutral,0.6794,0.28834196738898754
6419,Zuma,Every drop counts.,Every drop counts.,neutral,0.7411,0.19295458495616913
6420,Zuma,The country loses R7 billion a year to water losses.,The country loses R7 billion a year to water losses.,negative,0.7786,-0.7668091487139463
6421,Zuma,"To mitigate this challenge, Government through the Department of Water and Sanitation will train 15 000 artisans or plumbers who will fix leaking taps in their local communities.","To mitigate this challenge, Government through the Department of Water and Sanitation will train 15 000 artisans or plumbers who will fix leaking taps in their local communities.",neutral,0.8593,0.008368134498596191
6422,Zuma,"We are happy to have as our special guest, the winner of the Women in Water Conservation Awards, Ms Mapule Phokompe from Mahikeng in North West.","We are happy to have as our special guest, the winner of the Women in Water Conservation Awards, Ms Mapule Phokompe from Mahikeng in North West.",positive,0.9781,0.9768696766113862
6423,Zuma,"Compatriots,  The infrastructure programme continues to expand transport networks and to improve roads, which augur well for economic growth.","Compatriots,  The infrastructure programme continues to expand transport networks and to improve roads, which augur well for economic growth.",positive,0.928,0.9250108154956251
6424,Zuma,The Department of Transport will spend about R9 billion on the Provincial Roads Maintenance Grant or the Sihamba Sonke Programme and R11 billion on upgrading and maintaining roads which are not tolled.,The Department of Transport will spend about R9 billion on the Provincial Roads Maintenance Grant or the Sihamba Sonke Programme and R11 billion on upgrading and maintaining roads which are not tolled.,neutral,0.9161,0.026618406176567078
6425,Zuma,"Over R6 billion will be spent in 13 cities on planning, building and operating integrated public transport networks during this financial year.","Over R6 billion will be spent in 13 cities on planning, building and operating integrated public transport networks during this financial year.",neutral,0.794,0.18855628557503223
6426,Zuma,We will also continue to improve the infrastructure in schools and higher education institutions to create a conducive environment for learning and teaching.,We will also continue to improve the infrastructure in schools and higher education institutions to create a conducive environment for learning and teaching.,positive,0.8364,0.8290925491601229
6427,Zuma,"Through the Accelerated School Infrastructure Delivery Initiative which is part of the National Infrastructure Plan, 92 new schools have been completed to date and 108 are under construction.","Through the Accelerated School Infrastructure Delivery Initiative which is part of the National Infrastructure Plan, 92 new schools have been completed to date and 108 are under construction.",neutral,0.6038,0.38591598719358444
6428,Zuma,About 342 schools have received water for the first time.,About 342 schools have received water for the first time.,neutral,0.8685,0.11560374032706022
6429,Zuma,Three hundred and fifty one (351) schools have received decent sanitation while 288 have been connected to electricity.,Three hundred and fifty one (351) schools have received decent sanitation while 288 have been connected to electricity.,neutral,0.7465,0.2060262318700552
6430,Zuma,Siyaqhuba.,Siyaqhuba.,neutral,0.8387,0.014832727611064911
6431,Zuma,Siyasebenza.,Siyasebenza.,neutral,0.7767,0.023532956838607788
6432,Zuma,(We are moving forward.),(We are moving forward.),positive,0.7872,0.783157120924443
6433,Zuma,We are a nation at work.,We are a nation at work.,neutral,0.7802,0.022602245211601257
6434,Zuma,Government has identified 16 sites for the construction of 12 new technical and vocational education and training college campuses and the refurbishment of two existing campuses.,Government has identified 16 sites for the construction of 12 new technical and vocational education and training college campuses and the refurbishment of two existing campuses.,neutral,0.9292,0.050400218926370144
6435,Zuma,"Work is also continuing to establish the three brand new universities, Sol Plaatjie in the Northern Cape, the University of Mpumalanga and the Sefako Makgatho Allied and Health Sciences University.","Work is also continuing to establish the three brand new universities, Sol Plaatjie in the Northern Cape, the University of Mpumalanga and the Sefako Makgatho Allied and Health Sciences University.",neutral,0.6455,0.34400050807744265
6436,Zuma,"Honourable members,  We continue to deliver houses to our people.","Honourable members,  We continue to deliver houses to our people.",positive,0.8759,0.8714232379570603
6437,Zuma,"By 30 September 2014, a total number of more than 50 000 houses were delivered in the subsidy and affordable housing segments.","By 30 September 2014, a total number of more than 50 000 houses were delivered in the subsidy and affordable housing segments.",neutral,0.7444,0.24154353002086282
6438,Zuma,Government will also provide 5 000 housing opportunities for military veterans.,Government will also provide 5 000 housing opportunities for military veterans.,neutral,0.6573,0.32900533452630043
6439,Zuma,Government will also work to eradicate the backlog of title deeds for pre and post-1994 housing stock.,Government will also work to eradicate the backlog of title deeds for pre and post-1994 housing stock.,neutral,0.873,0.023785356432199478
6440,Zuma,Madam Speaker and Madam Chairperson  We have in the past year introduced some innovative programmes to implement the National Development Plan.,Madam Speaker and Madam Chairperson  We have in the past year introduced some innovative programmes to implement the National Development Plan.,positive,0.6353,0.6330127473920584
6441,Zuma,"Last year we launched Operation Phakisa, a results-driven laboratory approach to planning and execution of programmes.","Last year we launched Operation Phakisa, a results-driven laboratory approach to planning and execution of programmes.",neutral,0.7377,0.2510269503109157
6442,Zuma,"Operation Phakisa on the ocean economy is aimed at unlocking opportunities in the shipping, fisheries, aquaculture, mining, oil and gas, bio-technology and tourism sectors.","Operation Phakisa on the ocean economy is aimed at unlocking opportunities in the shipping, fisheries, aquaculture, mining, oil and gas, bio-technology and tourism sectors.",positive,0.6747,0.6676311944611371
6443,Zuma,We have committed R9.2 billion investment in gas and oil exploration in the port of Saldanha as part of the Operation Phakisa initiative.,We have committed R9.2 billion investment in gas and oil exploration in the port of Saldanha as part of the Operation Phakisa initiative.,neutral,0.7791,0.2020634515210986
6444,Zuma,"Operation Phakisa on Scaling Up the Ideal Clinic Initiative is aimed at promoting efficiency, effectiveness and professionalism in clinics.","Operation Phakisa on Scaling Up the Ideal Clinic Initiative is aimed at promoting efficiency, effectiveness and professionalism in clinics.",positive,0.6707,0.6618054583668709
6445,Zuma,We will now explore Operation Phakisa in the mining sector.,We will now explore Operation Phakisa in the mining sector.,neutral,0.8554,0.132341796066612
6446,Zuma,I have instructed Government to partner with the mining sector to develop win-win solutions to beneficiate our mineral resources.,I have instructed Government to partner with the mining sector to develop win-win solutions to beneficiate our mineral resources.,positive,0.5532,0.5451876157894731
6447,Zuma,"Compatriots and friends,  Over the past five years, government has scored significant gains in health care.","Compatriots and friends,  Over the past five years, government has scored significant gains in health care.",positive,0.8995,0.8963744498323649
6448,Zuma,"This year, we are going to launch a massive programme to turn the tide against tuberculosis (TB), with a special focus on three communities, offenders at Correctional Services facilities, mineworkers and communities in mining towns.","This year, we are going to launch a massive programme to turn the tide against tuberculosis (TB), with a special focus on three communities, offenders at Correctional Services facilities, mineworkers and communities in mining towns.",positive,0.5297,0.5192748494446278
6449,Zuma,"In fighting the scourge of HIV and AIDS, the state-owned pharmaceutical company, Ketlaphela, has been established and will participate in the supply of anti-retrovirals to the Department of Health.","In fighting the scourge of HIV and AIDS, the state-owned pharmaceutical company, Ketlaphela, has been established and will participate in the supply of anti-retrovirals to the Department of Health.",neutral,0.8282,0.08852410316467285
6450,Zuma,"Madam Speaker and Madam Chairperson,  We have to continue working harder together to fight crime and to create safer communities.","Madam Speaker and Madam Chairperson,  We have to continue working harder together to fight crime and to create safer communities.",positive,0.6675,0.6551272785291076
6451,Zuma,We are making progress in fighting crimes against women and children.,We are making progress in fighting crimes against women and children.,positive,0.5548,0.5059817284345627
6452,Zuma,"The South African Police Service (SAPS) Family Violence, Child Protection and Sexual Offences Investigation Unit has secured 659 life sentences against perpetrators of crimes against women and children.","The South African Police Service (SAPS) Family Violence, Child Protection and Sexual Offences Investigation Unit has secured 659 life sentences against perpetrators of crimes against women and children.",negative,0.5532,-0.5218396931886673
6453,Zuma,We are a democratic state and recognise the community's right to protest.,We are a democratic state and recognise the community's right to protest.,neutral,0.647,0.28654730692505836
6454,Zuma,We however appeal that these protests should be within the ambit of the law and must be peaceful as stated in the Constitution.,We however appeal that these protests should be within the ambit of the law and must be peaceful as stated in the Constitution.,neutral,0.7172,0.23576440662145615
6455,Zuma,"The police successfully brought under control 13 575 recorded public order incidents, comprising 1 907 unrest-related and 11 668 peaceful incidents.","The police successfully brought under control 13 575 recorded public order incidents, comprising 1 907 unrest-related and 11 668 peaceful incidents.",positive,0.5452,0.5324411606416106
6456,Zuma,The fight against corruption continues to be taken forward by the Anti-Corruption Inter-Ministerial Committee.,The fight against corruption continues to be taken forward by the Anti-Corruption Inter-Ministerial Committee.,neutral,0.6708,0.22787052765488625
6457,Zuma,Government has in place seven anti-corruption institutions and 17 pieces of legislation which are intended to combat corruption.,Government has in place seven anti-corruption institutions and 17 pieces of legislation which are intended to combat corruption.,neutral,0.7794,0.018513865768909454
6458,Zuma,This demonstrates a concerted effort by government to break the back of this scourge in the country.,This demonstrates a concerted effort by government to break the back of this scourge in the country.,negative,0.6628,-0.6369012426584959
6459,Zuma,"In the 2013/14 financial year, 52 persons were convicted in cases involving more than R5 million.","In the 2013/14 financial year, 52 persons were convicted in cases involving more than R5 million.",neutral,0.6167,-0.34921641647815704
6460,Zuma,Thirty one public servants were convicted in the first quarter of 2014/15 and freezing orders to the value of R430 million were obtained.,Thirty one public servants were convicted in the first quarter of 2014/15 and freezing orders to the value of R430 million were obtained.,negative,0.6089,-0.5983578087761998
6461,Zuma,"To prevent corruption and promote ethical governance, in December I signed into law the Public Administration and Management Act which amongst others prohibits public servants from doing business with the State.","To prevent corruption and promote ethical governance, in December I signed into law the Public Administration and Management Act which amongst others prohibits public servants from doing business with the State.",neutral,0.7908,-0.0582461953163147
6462,Zuma,"Compatriots,  Cabinet has adopted vigorous and integrated interventions to combat the vicious rhino poaching in the country.","Compatriots,  Cabinet has adopted vigorous and integrated interventions to combat the vicious rhino poaching in the country.",neutral,0.7693,0.07163897901773453
6463,Zuma,"The interventions include continuous joint operations with key neighbouring countries, improved intelligence gathering as well as enhancing protection in parks and provincial reserves where rhino are present.","The interventions include continuous joint operations with key neighbouring countries, improved intelligence gathering as well as enhancing protection in parks and provincial reserves where rhino are present.",neutral,0.689,0.2785299140959978
6464,Zuma,"Government has also made substantial progress in establishing a border management agency, to manage all ports of entry and improve security.","Government has also made substantial progress in establishing a border management agency, to manage all ports of entry and improve security.",positive,0.7288,0.7214998630806804
6465,Zuma,"To further improve access to identity documents, citizens will from this year be able to apply for the new Smart ID Card at their local bank due to partnership between the Department of Home Affairs and some banks in the country.","To further improve access to identity documents, citizens will from this year be able to apply for the new Smart ID Card at their local bank due to partnership between the Department of Home Affairs and some banks in the country.",positive,0.5229,0.519332725321874
