,Presidents,Sentences,Preprocessed_Sentences,Predicted_Label,Score
7224,Ramaphosa,"The Accelerated Schools Infrastructure Delivery Initiative programme continues to deliver modern facilities to schools in rural and underprivileged urban areas across the country, with at least 187 schools being complete to date.","The Accelerated Schools Infrastructure Delivery Initiative programme continues to deliver modern facilities to schools in rural and underprivileged urban areas across the country, with at least 187 schools being complete to date.",positive,0.7148
7225,Ramaphosa,The programme will complete all outstanding projects by the end of the next financial year.,The programme will complete all outstanding projects by the end of the next financial year.,positive,0.8911
7226,Ramaphosa,Social grants remain a vital lifeline for millions of our people living in poverty.,Social grants remain a vital lifeline for millions of our people living in poverty.,positive,0.6675
7227,Ramaphosa,We will urgently take decisive steps to comply with the all directions of the Constitutional Court.,We will urgently take decisive steps to comply with the all directions of the Constitutional Court.,neutral,0.705
7228,Ramaphosa,"I want to personally allay fears of any disruption to the efficient delivery of this critical service, and will take action to ensure no person in government is undermining implementation deadlines set by the court.","I want to personally allay fears of any disruption to the efficient delivery of this critical service, and will take action to ensure no person in government is undermining implementation deadlines set by the court.",neutral,0.6408
7229,Ramaphosa,"We will finalise work on a permanent public sector-led hybrid model, which will allow a set of public and private sector service providers to offer beneficiaries maximum choice, access and convenience.","We will finalise work on a permanent public sector-led hybrid model, which will allow a set of public and private sector service providers to offer beneficiaries maximum choice, access and convenience.",positive,0.5339
7230,Ramaphosa,"This year, we will take the next critical steps to eliminate HIV from our midst.","This year, we will take the next critical steps to eliminate HIV from our midst.",neutral,0.6086
7231,Ramaphosa,"By scaling up our testing and treating campaign, we will initiate an additional two million people on antiretroviral treatment by December 2020.","By scaling up our testing and treating campaign, we will initiate an additional two million people on antiretroviral treatment by December 2020.",positive,0.5385
7232,Ramaphosa,"We will also need to confront lifestyles diseases such as high blood pressure, diabetes, cancers and cardiovascular diseases.","We will also need to confront lifestyles diseases such as high blood pressure, diabetes, cancers and cardiovascular diseases.",negative,0.5574
7233,Ramaphosa,In the next three months we will launch a huge cancer campaign similar to the HIV counselling and testing campaign.,In the next three months we will launch a huge cancer campaign similar to the HIV counselling and testing campaign.,neutral,0.8224
7234,Ramaphosa,This will also involve the private sector as we need to mobilise all resources to fight this disease.,This will also involve the private sector as we need to mobilise all resources to fight this disease.,neutral,0.6289
7235,Ramaphosa,The time has now arrived to finally implement universal health coverage through the National Health Insurance.,The time has now arrived to finally implement universal health coverage through the National Health Insurance.,positive,0.6456
7236,Ramaphosa,The NHI Bill is now ready to be processed through government and will be submitted to Parliament in the next few weeks.,The NHI Bill is now ready to be processed through government and will be submitted to Parliament in the next few weeks.,neutral,0.6399
7237,Ramaphosa,Certain NHI projects targeting the most vulnerable people in society will commence in April this year.,Certain NHI projects targeting the most vulnerable people in society will commence in April this year.,neutral,0.9078
7238,Ramaphosa,"In improving the quality of life of all South Africans, we must intensify our efforts to tackle crime and build safer communities.","In improving the quality of life of all South Africans, we must intensify our efforts to tackle crime and build safer communities.",positive,0.5888
7239,Ramaphosa,"During the course of this year, the Community Policing Strategy will be implemented, with the aim of gaining the trust of the community and to secure their full involvement in the fight against crime.","During the course of this year, the Community Policing Strategy will be implemented, with the aim of gaining the trust of the community and to secure their full involvement in the fight against crime.",positive,0.5982
7240,Ramaphosa,The introduction of a Youth Crime Prevention Strategy will empower and support young people to be self-sufficient and become involved in crime fighting initiatives.,The introduction of a Youth Crime Prevention Strategy will empower and support young people to be self-sufficient and become involved in crime fighting initiatives.,positive,0.6387
7241,Ramaphosa,A key focus this year will be the distribution of resources to police station level.,A key focus this year will be the distribution of resources to police station level.,neutral,0.6298
7242,Ramaphosa,"This will include personnel and other resources, to restore capacity and experience at the level at which crime is most effectively combated.","This will include personnel and other resources, to restore capacity and experience at the level at which crime is most effectively combated.",neutral,0.7788
7243,Ramaphosa,"In recognising the critical role that NGOs and community-based organisation play in tackling poverty, inequality and related social problems, we will convene a Social Sector Summit during the course of this year.","In recognising the critical role that NGOs and community-based organisation play in tackling poverty, inequality and related social problems, we will convene a Social Sector Summit during the course of this year.",positive,0.6064
7244,Ramaphosa,"Among other things, this Summit should seek to improve the interface between the state and civil society and address the challenges that NGOs and CBOs face.","Among other things, this Summit should seek to improve the interface between the state and civil society and address the challenges that NGOs and CBOs face.",positive,0.5135
7245,Ramaphosa,"Fellow South Africans,  Growth, development and transformation depend on a strong and capable state.","Fellow South Africans,  Growth, development and transformation depend on a strong and capable state.",positive,0.7536
7246,Ramaphosa,It is critical that the structure and size of the state is optimally suited to meet the needs of the people and ensure the most efficient allocation of public resources.,It is critical that the structure and size of the state is optimally suited to meet the needs of the people and ensure the most efficient allocation of public resources.,neutral,0.5305
7247,Ramaphosa,"We will therefore initiate a process to review the configuration, number and size of national government departments.","We will therefore initiate a process to review the configuration, number and size of national government departments.",neutral,0.9169
7248,Ramaphosa,"Many of our state owned enterprises are experiencing severe financial, operation and governance challenges, which has impacted on the performance of the economy and placed pressure on the fiscus.","Many of our state owned enterprises are experiencing severe financial, operation and governance challenges, which has impacted on the performance of the economy and placed pressure on the fiscus.",negative,0.7543
7249,Ramaphosa,We will intervene decisively to stabilise and revitalise state owned enterprises.,We will intervene decisively to stabilise and revitalise state owned enterprises.,neutral,0.7486
7250,Ramaphosa,"The recent action we have taken at Eskom to strengthen governance, root out corruption and restore its financial position is just the beginning.","The recent action we have taken at Eskom to strengthen governance, root out corruption and restore its financial position is just the beginning.",neutral,0.5846
7251,Ramaphosa,Government will take further measures to ensure that all state owned companies fulfil their economic and developmental mandates.,Government will take further measures to ensure that all state owned companies fulfil their economic and developmental mandates.,neutral,0.739
7252,Ramaphosa,We will need to confront the reality that the challenges at some of our SOEs are structural – that they do not have a sufficient revenue stream to fund their operational costs.,We will need to confront the reality that the challenges at some of our SOEs are structural – that they do not have a sufficient revenue stream to fund their operational costs.,negative,0.6772
7253,Ramaphosa,"These SOEs cannot borrow their way out of their financial difficulties, and we will therefore undertake a process of consultation with all stakeholders to review the funding model of SOEs and other measures.","These SOEs cannot borrow their way out of their financial difficulties, and we will therefore undertake a process of consultation with all stakeholders to review the funding model of SOEs and other measures.",negative,0.6019
7254,Ramaphosa,"We will change the way that boards are appointed so that only people with expertise, experience and integrity serve in these vital positions.","We will change the way that boards are appointed so that only people with expertise, experience and integrity serve in these vital positions.",neutral,0.5885
7255,Ramaphosa,We will remove board members from any role in procurement and work with the Auditor-General to strengthen external audit processes.,We will remove board members from any role in procurement and work with the Auditor-General to strengthen external audit processes.,neutral,0.8745
7256,Ramaphosa,"As we address challenges in specific companies, work will continue on the broad architecture of the state owned enterprises sector to achieve better coordination, oversight and sustainability.","As we address challenges in specific companies, work will continue on the broad architecture of the state owned enterprises sector to achieve better coordination, oversight and sustainability.",neutral,0.6906
7257,Ramaphosa,This is the year in which we will turn the tide of corruption in our public institutions.,This is the year in which we will turn the tide of corruption in our public institutions.,neutral,0.5001
7258,Ramaphosa,The criminal justice institutions have been taking initiatives that will enable us to deal effectively with corruption.,The criminal justice institutions have been taking initiatives that will enable us to deal effectively with corruption.,neutral,0.5363
7259,Ramaphosa,"The commission of inquiry into state capture headed by the Deputy Chief Justice, Judge Raymond Zondo, is expected to commence its work shortly.","The commission of inquiry into state capture headed by the Deputy Chief Justice, Judge Raymond Zondo, is expected to commence its work shortly.",neutral,0.9342
7260,Ramaphosa,"The Commission is critical to ensuring that the extent and nature of state capture is established, that confidence in public institutions is restored and that those responsible for any wrongdoing are identified.","The Commission is critical to ensuring that the extent and nature of state capture is established, that confidence in public institutions is restored and that those responsible for any wrongdoing are identified.",neutral,0.7442
7261,Ramaphosa,The Commission should not displace the regular work of the country’s law enforcement agencies in investigating and prosecuting any and all acts of corruption.,The Commission should not displace the regular work of the country’s law enforcement agencies in investigating and prosecuting any and all acts of corruption.,neutral,0.6611
7262,Ramaphosa,Amasela aba imali ka Rhilumente mawabanjwe.,Amasela aba imali ka Rhilumente mawabanjwe.,neutral,0.8
7263,Ramaphosa,"We must fight corruption, fraud and collusion in the private sector with the same purpose and intensity.","We must fight corruption, fraud and collusion in the private sector with the same purpose and intensity.",neutral,0.4908
7264,Ramaphosa,We must remember that every time someone receives a bribe there is someone who is prepared to pay it.,We must remember that every time someone receives a bribe there is someone who is prepared to pay it.,neutral,0.7858
7265,Ramaphosa,We will make sure that we deal with both in an effective manner.,We will make sure that we deal with both in an effective manner.,neutral,0.7255
7266,Ramaphosa,We urge professional bodies and regulatory authorities to take action against members who are found to have acted improperly and unethically.,We urge professional bodies and regulatory authorities to take action against members who are found to have acted improperly and unethically.,negative,0.5983
7267,Ramaphosa,This requires that we strengthen law enforcement institutions and that we shield them from external interference or manipulation.,This requires that we strengthen law enforcement institutions and that we shield them from external interference or manipulation.,neutral,0.7528
7268,Ramaphosa,We will urgently attend to the leadership issues at the National Prosecuting Authority to ensure that this critical institution is stabilised and able to perform its mandate unhindered.,We will urgently attend to the leadership issues at the National Prosecuting Authority to ensure that this critical institution is stabilised and able to perform its mandate unhindered.,neutral,0.633
7269,Ramaphosa,We will also take steps to stabilise and strengthen vital institutions like the South African Revenue Service.,We will also take steps to stabilise and strengthen vital institutions like the South African Revenue Service.,positive,0.5319
7270,Ramaphosa,We must understand that tax morality is dependent on an implicit contract between taxpayers and government that state spending provides value for money and is free from corruption.,We must understand that tax morality is dependent on an implicit contract between taxpayers and government that state spending provides value for money and is free from corruption.,neutral,0.763
7271,Ramaphosa,"At the request of the Minister of Finance, I will shortly appoint a Commission of Inquiry into Tax Administration and Governance of SARS, to ensure that we restore the credibility of the Service and strengthen its capacity to meet its revenue targets.","At the request of the Minister of Finance, I will shortly appoint a Commission of Inquiry into Tax Administration and Governance of SARS, to ensure that we restore the credibility of the Service and strengthen its capacity to meet its revenue targets.",neutral,0.6005
7272,Ramaphosa,Our state employs one million public servants.,Our state employs one million public servants.,neutral,0.725
7273,Ramaphosa,The majority of them serve our people with diligence and commitment.,The majority of them serve our people with diligence and commitment.,positive,0.7673
7274,Ramaphosa,We applaud them for the excellent work they do.,We applaud them for the excellent work they do.,positive,0.9785
7275,Ramaphosa,"However, we know the challenges that our people face when they interact with the state.","However, we know the challenges that our people face when they interact with the state.",neutral,0.6655
7276,Ramaphosa,"In too many cases, they often get poor service or no service at all.","In too many cases, they often get poor service or no service at all.",negative,0.8533
7277,Ramaphosa,"We want our public servants to adhere to the principle of Batho Pele, of putting our people first.","We want our public servants to adhere to the principle of Batho Pele, of putting our people first.",neutral,0.7096
7278,Ramaphosa,"We are determined that everyone in public service should undertake their responsibilities with efficiency, diligence and integrity.","We are determined that everyone in public service should undertake their responsibilities with efficiency, diligence and integrity.",positive,0.6203
7279,Ramaphosa,"We want to instil a new discipline, to do things correctly, to do them completely and to do them timeously.","We want to instil a new discipline, to do things correctly, to do them completely and to do them timeously.",neutral,0.5576
7280,Ramaphosa,We call on all public servants to become agents for change.,We call on all public servants to become agents for change.,neutral,0.582
7281,Ramaphosa,"During the course of the next few months, I will visit every national department to engage with the senior leadership to ensure that the work of government is effectively aligned.","During the course of the next few months, I will visit every national department to engage with the senior leadership to ensure that the work of government is effectively aligned.",neutral,0.6841
7282,Ramaphosa,"I will also find time to meet with provincial and local government leaders to ensure that the state, in its entirety, responds to the pressing needs of our people.","I will also find time to meet with provincial and local government leaders to ensure that the state, in its entirety, responds to the pressing needs of our people.",neutral,0.6751
7283,Ramaphosa,"Fellow South Africans,  Our country has entered a period of change.","Fellow South Africans,  Our country has entered a period of change.",neutral,0.5333
7284,Ramaphosa,"While change can produce uncertainty, even anxiety, it also offers great opportunities for renewal and revitalisation, and for progress.","While change can produce uncertainty, even anxiety, it also offers great opportunities for renewal and revitalisation, and for progress.",positive,0.832
7285,Ramaphosa,Together we are going to make history.,Together we are going to make history.,positive,0.9506
7286,Ramaphosa,"We have done it before and we will do it again – bonded by our common love for our country, resolute in our determination to overcome the challenges that lie ahead and convinced that by working together we will build the fair and just and decent society to which Nelson Mandela dedicated his life.","We have done it before and we will do it again – bonded by our common love for our country, resolute in our determination to overcome the challenges that lie ahead and convinced that by working together we will build the fair and just and decent society to which Nelson Mandela dedicated his life.",positive,0.9246
7287,Ramaphosa,"As I conclude, allow me to recall the words of the late great Bra Hugh Masekela.","As I conclude, allow me to recall the words of the late great Bra Hugh Masekela.",neutral,0.7483
7288,Ramaphosa,"In his song, ‘Thuma Mina’, he anticipated a day of renewal, of new beginnings.","In his song, ‘Thuma Mina’, he anticipated a day of renewal, of new beginnings.",positive,0.6259
7289,Ramaphosa,"He sang:  “I wanna be there when the people start to turn it around  When they triumph over poverty  I wanna be there when the people win the battle against AIDS  I wanna lend a hand  I wanna be there for the alcoholic  I wanna be there for the drug addict  I wanna be there for the victims of violence and abuse  I wanna lend a hand  Send me.”  We are at a moment in the history of our nation when the people, through their determination, have started to turn the country around.","He sang:  “I wanna be there when the people start to turn it around  When they triumph over poverty  I wanna be there when the people win the battle against AIDS  I wanna lend a hand  I wanna be there for the alcoholic  I wanna be there for the drug addict  I wanna be there for the victims of violence and abuse  I wanna lend a hand  Send me.”  We are at a moment in the history of our nation when the people, through their determination, have started to turn the country around.",positive,0.7506
7290,Ramaphosa,"We can envisage the triumph over poverty, we can see the end of the battle against AIDS.","We can envisage the triumph over poverty, we can see the end of the battle against AIDS.",positive,0.7176
7291,Ramaphosa,Now is the time to lend a hand.,Now is the time to lend a hand.,positive,0.5135
7292,Ramaphosa,Now is the time for each of us to say ‘send me’.,Now is the time for each of us to say ‘send me’.,neutral,0.756
7293,Ramaphosa,"Now is the time for all of us to work together, in honour of Nelson Mandela, to build a new, better South Africa for all.","Now is the time for all of us to work together, in honour of Nelson Mandela, to build a new, better South Africa for all.",positive,0.8758
7294,Ramaphosa,I thank you.,I thank you.,positive,0.8946
7295,Ramaphosa,"Chairperson of the National Council of Provinces (NCOP), Ms Thandi Modise, Deputy Speaker of the National Assembly and Deputy Chairperson of the NCOP, Deputy Chief Justice Raymond Zondo and esteemed members of the judiciary, Deputy President David Mabuza Former President, Mr Thabo Mbeki, Former President, Mr Kgalema Motlanthe Former Speaker of the National Assembly, Dr Frene Ginwala, Former Speaker of the National Assembly, Mr Max Sisulu, Ministers and Deputy Ministers, Premiers and speakers of provincial legislatures, Chairperson of the South African Local Government Association and executive mayors, Governor of the South African Reserve Bank, Mr Lesetja Kganyago,  Heads of Chapter 9 institutions, Isithwalandwe, Ms Sophie De Bruyn,  Isithwalandwe, Mr Andrew Mlangeni, Chairperson of the National House of Traditional Leaders, Ikosi Sipho Mahlangu, Western Cape Khoi San Leader, Prince Jacobus Titus, Kgosi John Molefe Pilane, Chief Aaron Martin Messelaar, 2018 Confederation of African Football Women’s National Team Coach of the Year, Ms Desiree Ellis, Leaders of faith-based organisations, Leaders of academic and research institutions, Veterans of the struggle for liberation, Members of the diplomatic corps, Invited guests, Honourable members of the National Assembly, Honourable members of the NCOP, Fellow South Africans,  It is a great honour to stand before you today to deliver the 25th Annual State of the Nation Address (SoNA) in a free and democratic South Africa.","Chairperson of the National Council of Provinces (NCOP), Ms Thandi Modise, Deputy Speaker of the National Assembly and Deputy Chairperson of the NCOP, Deputy Chief Justice Raymond Zondo and esteemed members of the judiciary, Deputy President David Mabuza Former President, Mr Thabo Mbeki, Former President, Mr Kgalema Motlanthe Former Speaker of the National Assembly, Dr Frene Ginwala, Former Speaker of the National Assembly, Mr Max Sisulu, Ministers and Deputy Ministers, Premiers and speakers of provincial legislatures, Chairperson of the South African Local Government Association and executive mayors, Governor of the South African Reserve Bank, Mr Lesetja Kganyago,  Heads of Chapter 9 institutions, Isithwalandwe, Ms Sophie De Bruyn,  Isithwalandwe, Mr Andrew Mlangeni, Chairperson of the National House of Traditional Leaders, Ikosi Sipho Mahlangu, Western Cape Khoi San Leader, Prince Jacobus Titus, Kgosi John Molefe Pilane, Chief Aaron Martin Messelaar, 2018 Confederation of African Football Women’s National Team Coach of the Year, Ms Desiree Ellis, Leaders of faith-based organisations, Leaders of academic and research institutions, Veterans of the struggle for liberation, Members of the diplomatic corps, Invited guests, Honourable members of the National Assembly, Honourable members of the NCOP, Fellow South Africans,  It is a great honour to stand before you today to deliver the 25th Annual State of the Nation Address (SoNA) in a free and democratic South Africa.",neutral,0.8872
7296,Ramaphosa,"This year, as a diverse people and as a united nation, we will celebrate one of the greatest of human achievements.","This year, as a diverse people and as a united nation, we will celebrate one of the greatest of human achievements.",positive,0.9845
7297,Ramaphosa,"We will celebrate the triumph of freedom over subjugation, the triumph of democracy over racial tyranny, the triumph of hope over despair.","We will celebrate the triumph of freedom over subjugation, the triumph of democracy over racial tyranny, the triumph of hope over despair.",positive,0.9228
7298,Ramaphosa,"We will celebrate the irresistible determination of an oppressed people to be free, equal and fulfilled.","We will celebrate the irresistible determination of an oppressed people to be free, equal and fulfilled.",positive,0.8287
7299,Ramaphosa,"We will use this time to recall the hardship and the suffering which generations of our people endured – their struggles, their sacrifices and their undying commitment to build a South Africa that belongs to all who live in it.","We will use this time to recall the hardship and the suffering which generations of our people endured – their struggles, their sacrifices and their undying commitment to build a South Africa that belongs to all who live in it.",neutral,0.631
7300,Ramaphosa,"We will remember the relief and exhilaration of the day of our freedom, the moment at which we became a nation, a country at peace with itself and the world.","We will remember the relief and exhilaration of the day of our freedom, the moment at which we became a nation, a country at peace with itself and the world.",positive,0.9189
7301,Ramaphosa,"During the course of this year, we must and will reflect on the journey of the last 25 years.","During the course of this year, we must and will reflect on the journey of the last 25 years.",neutral,0.8371
7302,Ramaphosa,"As South Africans, we will have to ask ourselves whether we have realised the promise of our nation’s birth.","As South Africans, we will have to ask ourselves whether we have realised the promise of our nation’s birth.",neutral,0.7228
7303,Ramaphosa,"We must spend this year, the 25th anniversary of our freedom, asking ourselves whether we have built a society in which all South Africans equally and without exception enjoy their inalienable rights to life, dignity and liberty.","We must spend this year, the 25th anniversary of our freedom, asking ourselves whether we have built a society in which all South Africans equally and without exception enjoy their inalienable rights to life, dignity and liberty.",neutral,0.532
7304,Ramaphosa,Have we built a society where the injustices of the past no longer define the lives of the present?,Have we built a society where the injustices of the past no longer define the lives of the present?,neutral,0.56
7305,Ramaphosa,"We must use this time to reflect on the progress we have made, the challenges we have encountered, the setbacks we have suffered, and the mistakes we have committed.","We must use this time to reflect on the progress we have made, the challenges we have encountered, the setbacks we have suffered, and the mistakes we have committed.",neutral,0.6394
7306,Ramaphosa,"A year ago, we set out on a path of growth and renewal.","A year ago, we set out on a path of growth and renewal.",positive,0.7302
7307,Ramaphosa,"Emerging from a period of uncertainty and a loss of confidence and trust, we resolved to break with all that divides us, to embrace all that unites us.","Emerging from a period of uncertainty and a loss of confidence and trust, we resolved to break with all that divides us, to embrace all that unites us.",neutral,0.5712
7308,Ramaphosa,We resolved to cure our country of the corrosive effects of corruption and to restore the integrity of our institutions.,We resolved to cure our country of the corrosive effects of corruption and to restore the integrity of our institutions.,neutral,0.4848
7309,Ramaphosa,"We resolved to advance the values of our Constitution and to once again place at the centre of our national agenda the needs of the poor, unemployed, marginalised and dispossessed.","We resolved to advance the values of our Constitution and to once again place at the centre of our national agenda the needs of the poor, unemployed, marginalised and dispossessed.",neutral,0.491
7310,Ramaphosa,"We agreed that, in honour of the centenary of Nelson Rolihlahla Mandela and Albertina Nontsikelelo Sisulu, we would devote our every action, our every effort, our every utterance to the realisation of their vision of a democratic, just and equitable society.","We agreed that, in honour of the centenary of Nelson Rolihlahla Mandela and Albertina Nontsikelelo Sisulu, we would devote our every action, our every effort, our every utterance to the realisation of their vision of a democratic, just and equitable society.",positive,0.6335
7311,Ramaphosa,"In our magnificent diversity, and despite our many differences, the people of this country answered the call of Thuma Mina (Send Me).","In our magnificent diversity, and despite our many differences, the people of this country answered the call of Thuma Mina (Send Me).",positive,0.9054
7312,Ramaphosa,"In their multitudes, South Africans asked not what can be done for them, but what they could do for their country.","In their multitudes, South Africans asked not what can be done for them, but what they could do for their country.",neutral,0.8125
7313,Ramaphosa,"In ways both large and small, both public and private, South Africans set about building a better nation.","In ways both large and small, both public and private, South Africans set about building a better nation.",positive,0.7006
7314,Ramaphosa,Many reached out to other South Africans to lend a hand where others were going through difficulties.,Many reached out to other South Africans to lend a hand where others were going through difficulties.,neutral,0.8107
7315,Ramaphosa,Others expressed a willingness to support government in its efforts to turn the country around.,Others expressed a willingness to support government in its efforts to turn the country around.,positive,0.6489
7316,Ramaphosa,"Today, as we reflect on the year that has passed, we can attest to meaningful progress.","Today, as we reflect on the year that has passed, we can attest to meaningful progress.",positive,0.9298
7317,Ramaphosa,Our people have embraced the renewal that our country is going through and are much more hopeful about a better tomorrow.,Our people have embraced the renewal that our country is going through and are much more hopeful about a better tomorrow.,positive,0.9522
7318,Ramaphosa,Our people’s hope is not baseless; it is grounded on the progress that is being made.,Our people’s hope is not baseless; it is grounded on the progress that is being made.,positive,0.8282
7319,Ramaphosa,"Over the last year, we have begun to rebuild a durable social compact for fundamental social and economic transformation with key stakeholders as we promised.","Over the last year, we have begun to rebuild a durable social compact for fundamental social and economic transformation with key stakeholders as we promised.",positive,0.7402
7320,Ramaphosa,"As social partners, we are restoring the bonds of trust, dialogue and cooperation.","As social partners, we are restoring the bonds of trust, dialogue and cooperation.",positive,0.74
7321,Ramaphosa,"We are reaching out to those parts of our society that have become disaffected, disinterested or marginalised through various forms of dialogue and engagement.","We are reaching out to those parts of our society that have become disaffected, disinterested or marginalised through various forms of dialogue and engagement.",neutral,0.7576
7322,Ramaphosa,"Our efforts may have been uneven, and we still have much work to do, but we have demonstrated over the last year our shared determination to work together to confront our common challenges.","Our efforts may have been uneven, and we still have much work to do, but we have demonstrated over the last year our shared determination to work together to confront our common challenges.",positive,0.736
7323,Ramaphosa,We have focused our efforts on reigniting growth and creating jobs.,We have focused our efforts on reigniting growth and creating jobs.,positive,0.8491
7324,Ramaphosa,"We have worked together – as government, labour, business, civil society and communities – to remove the constraints to inclusive growth and to pursue far greater levels of investment.","We have worked together – as government, labour, business, civil society and communities – to remove the constraints to inclusive growth and to pursue far greater levels of investment.",positive,0.9021
7325,Ramaphosa,We held a successful Presidential Jobs Summit that agreed on far-reaching measures that – when fully implemented – will nearly double the number of jobs being created in our economy each year.,We held a successful Presidential Jobs Summit that agreed on far-reaching measures that – when fully implemented – will nearly double the number of jobs being created in our economy each year.,positive,0.9681
7326,Ramaphosa,"Last year, a number of stakeholders raised their concerns about policy uncertainty and inconsistency.","Last year, a number of stakeholders raised their concerns about policy uncertainty and inconsistency.",neutral,0.7602
7327,Ramaphosa,We have addressed these concerns.,We have addressed these concerns.,neutral,0.7993
7328,Ramaphosa,"In response to the dire situation at several of our state-owned enterprises (SOEs) – where mismanagement and corruption had severely undermined their effectiveness – we have taken decisive measures to improve governance, strengthen leadership and restore stability in strategic entities.","In response to the dire situation at several of our state-owned enterprises (SOEs) – where mismanagement and corruption had severely undermined their effectiveness – we have taken decisive measures to improve governance, strengthen leadership and restore stability in strategic entities.",negative,0.4769
7329,Ramaphosa,"We have also had to deal with the effects of state capture on vital public institutions, including our law enforcement agencies, whose integrity and ability to fulfil their mandate had been eroded in recent years.","We have also had to deal with the effects of state capture on vital public institutions, including our law enforcement agencies, whose integrity and ability to fulfil their mandate had been eroded in recent years.",negative,0.8517
7330,Ramaphosa,"We have therefore, acted to stabilise and restore the credibility of institutions like the National Prosecuting Authority (NPA), the South African Revenue Service (SARS), the State Security Agency and the South African Police Service (SAPS).","We have therefore, acted to stabilise and restore the credibility of institutions like the National Prosecuting Authority (NPA), the South African Revenue Service (SARS), the State Security Agency and the South African Police Service (SAPS).",neutral,0.6129
7331,Ramaphosa,"We have appointed a new National Director of Public Prosecutions (NDPP), Advocate Shamila Batohi, to lead the revival of the NPA and to strengthen our fight against crime and corruption.","We have appointed a new National Director of Public Prosecutions (NDPP), Advocate Shamila Batohi, to lead the revival of the NPA and to strengthen our fight against crime and corruption.",neutral,0.5974
7332,Ramaphosa,We are implementing the recommendations of the report of the Nugent Commission of Inquiry into SARS and are in the process of appointing a new Commissioner to head this essential institution.,We are implementing the recommendations of the report of the Nugent Commission of Inquiry into SARS and are in the process of appointing a new Commissioner to head this essential institution.,neutral,0.6751
7333,Ramaphosa,"On the basis of the report and recommendations of the High-Level Review Panel on the State Security Agency, which was chaired by former Minister Sydney Mufamadi, I will soon be announcing a number of urgent steps to enable the reconstitution of a professional national intelligence capability for South Africa.","On the basis of the report and recommendations of the High-Level Review Panel on the State Security Agency, which was chaired by former Minister Sydney Mufamadi, I will soon be announcing a number of urgent steps to enable the reconstitution of a professional national intelligence capability for South Africa.",neutral,0.6576
7334,Ramaphosa,"Among the steps we will take to reconstitute a professional national intelligence capability will be the re-establishment of the National Security Council chaired by the President in order to ensure better coordination of the intelligence and security related functions of the State as well as the re-establishment of two arms of our intelligence service, one focusing on domestic and the other on foreign intelligence.","Among the steps we will take to reconstitute a professional national intelligence capability will be the re-establishment of the National Security Council chaired by the President in order to ensure better coordination of the intelligence and security related functions of the State as well as the re-establishment of two arms of our intelligence service, one focusing on domestic and the other on foreign intelligence.",neutral,0.6499
7335,Ramaphosa,Work on the reconfiguration of the State is at an advanced stage.,Work on the reconfiguration of the State is at an advanced stage.,neutral,0.9256
7336,Ramaphosa,We are pleased to note that in the spirit of active citizenry many South Africans continue to show a great interest in the future reconfigured State.,We are pleased to note that in the spirit of active citizenry many South Africans continue to show a great interest in the future reconfigured State.,positive,0.9617
7337,Ramaphosa,"During the course of the past year as the Presidency, we have paid particular attention to the violence and abuse perpetrated against women and children in our society.","During the course of the past year as the Presidency, we have paid particular attention to the violence and abuse perpetrated against women and children in our society.",negative,0.695
7338,Ramaphosa,We responded to national concerns and calls by many South Africans by convening a Summit on Gender-Based Violence and Femicide that has provided a firm basis for a coordinated national response to this crisis.,We responded to national concerns and calls by many South Africans by convening a Summit on Gender-Based Violence and Femicide that has provided a firm basis for a coordinated national response to this crisis.,neutral,0.7419
7339,Ramaphosa,"We also convened the first Presidential Health Summit in October last year, which brought together key stakeholders from a wide range of constituencies in the health sector.","We also convened the first Presidential Health Summit in October last year, which brought together key stakeholders from a wide range of constituencies in the health sector.",neutral,0.5169
7340,Ramaphosa,"At this health summit, the participants dissected the crisis in the health system and proposed immediate, short term and medium-term solutions to improve the effectiveness of the health system.","At this health summit, the participants dissected the crisis in the health system and proposed immediate, short term and medium-term solutions to improve the effectiveness of the health system.",neutral,0.7105
7341,Ramaphosa,"We begin this new year encouraged by the progress we have made, working together, in reviving our economy and restoring our country’s democratic institutions.","We begin this new year encouraged by the progress we have made, working together, in reviving our economy and restoring our country’s democratic institutions.",positive,0.9513
7342,Ramaphosa,We are determined to stay the course.,We are determined to stay the course.,positive,0.7758
7343,Ramaphosa,We are undaunted by the considerable difficulties we have yet to overcome.,We are undaunted by the considerable difficulties we have yet to overcome.,negative,0.5993
7344,Ramaphosa,"All of us, as South Africans, should face up to the challenges and difficulties that lie ahead.","All of us, as South Africans, should face up to the challenges and difficulties that lie ahead.",neutral,0.6473
7345,Ramaphosa,"The task of building a better South Africa is our collective responsibility as a nation, as the people of South Africa.","The task of building a better South Africa is our collective responsibility as a nation, as the people of South Africa.",positive,0.5697
7346,Ramaphosa,"It is at the centre of the work of every department of government, of every agency, of every public entity.","It is at the centre of the work of every department of government, of every agency, of every public entity.",neutral,0.8384
7347,Ramaphosa,"It informs every policy, every programme and every initiative.","It informs every policy, every programme and every initiative.",neutral,0.849
7348,Ramaphosa,"While there is a broad range of critical work being done across government, this evening I want to address the five most urgent tasks at this moment in our history.","While there is a broad range of critical work being done across government, this evening I want to address the five most urgent tasks at this moment in our history.",neutral,0.6427
7349,Ramaphosa,These are tasks that will underpin everything that we do this year.,These are tasks that will underpin everything that we do this year.,positive,0.5165
